fecha_local,fecha_utc,latitud,longitud,profundidad,magnitud,region,maps_link,rango_profundidad,categoria
2025-09-03 22:37:189 km al O de San Antonio,2025-09-04 02:37:18,-33.6,-71.711,40.0,2.8,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.6,-71.711",30–60 km,Leve
2025-09-03 20:22:5032 km al E de Lebu,2025-09-04 00:22:50,-37.67,-73.296,39.0,3.5,Biobío,"https://www.google.com/maps?q=-37.67,-73.296",30–60 km,Leve
2025-09-03 19:09:1184 km al E de Mina La Escondida,2025-09-03 23:09:11,-24.287,-68.229,253.0,3.5,Antofagasta,"https://www.google.com/maps?q=-24.287,-68.229",200–500 km,Leve
2025-09-03 18:53:4612 km al NO de Quintero,2025-09-03 22:53:46,-32.7,-71.616,24.0,3.0,Valparaíso,"https://www.google.com/maps?q=-32.7,-71.616",10–30 km,Leve
2025-09-03 18:40:1649 km al S de OllagÃ¼e,2025-09-03 22:40:16,-21.641,-68.422,129.0,3.0,Antofagasta,"https://www.google.com/maps?q=-21.641,-68.422",100–200 km,Leve
2025-09-03 17:43:4948 km al O de OllagÃ¼e,2025-09-03 21:43:49,-21.275,-68.717,118.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.275,-68.717",100–200 km,Leve
2025-09-03 16:39:0848 km al NE de Calama,2025-09-03 20:39:08,-22.074,-68.734,104.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.074,-68.734",100–200 km,Leve
2025-09-03 15:31:4776 km al S de Socaire,2025-09-03 19:31:47,-24.271,-67.809,215.0,3.7,Antofagasta,"https://www.google.com/maps?q=-24.271,-67.809",200–500 km,Moderado
2025-09-03 14:29:499 km al E de San Fernando,2025-09-03 18:29:49,-34.558,-70.893,103.0,3.6,Libertador B. O'Higgins,"https://www.google.com/maps?q=-34.558,-70.893",100–200 km,Moderado
2025-09-03 13:12:0531 km al E de OllagÃ¼e,2025-09-03 17:12:05,-21.119,-67.979,161.0,3.3,Tarapacá,"https://www.google.com/maps?q=-21.119,-67.979",100–200 km,Leve
2025-09-03 11:21:2629 km al O de Mina Collahuasi,2025-09-03 15:21:26,-20.837,-68.936,109.0,3.0,Tarapacá,"https://www.google.com/maps?q=-20.837,-68.936",100–200 km,Leve
2025-09-03 11:10:2136 km al E de Mina Los Pelambres,2025-09-03 15:10:21,-31.776,-70.207,132.0,2.6,Coquimbo,"https://www.google.com/maps?q=-31.776,-70.207",100–200 km,Leve
2025-09-03 09:04:0310 km al SO de Pichidangui,2025-09-03 13:04:03,-32.194,-71.614,65.0,3.4,Valparaíso,"https://www.google.com/maps?q=-32.194,-71.614",60–100 km,Leve
2025-09-03 08:56:0985 km al E de Socaire,2025-09-03 12:56:09,-23.798,-67.089,237.0,3.4,Antofagasta,"https://www.google.com/maps?q=-23.798,-67.089",200–500 km,Leve
2025-09-03 08:47:5115 km al SO de Los Vilos,2025-09-03 12:47:51,-32.002,-71.631,29.0,2.7,Valparaíso,"https://www.google.com/maps?q=-32.002,-71.631",10–30 km,Leve
2025-09-03 05:41:5630 km al NE de Calama,2025-09-03 09:41:56,-22.296,-68.703,118.0,2.6,Antofagasta,"https://www.google.com/maps?q=-22.296,-68.703",100–200 km,Leve
2025-09-03 05:18:3170 km al SE de Socaire,2025-09-03 09:18:31,-23.91,-67.297,202.0,3.3,Antofagasta,"https://www.google.com/maps?q=-23.91,-67.297",200–500 km,Leve
2025-09-03 04:48:0123 km al SE de Melipilla,2025-09-03 08:48:01,-33.842,-71.059,71.0,3.6,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.842,-71.059",60–100 km,Moderado
2025-09-03 04:27:4332 km al SE de Pica,2025-09-03 08:27:43,-20.741,-69.187,107.0,2.7,Tarapacá,"https://www.google.com/maps?q=-20.741,-69.187",100–200 km,Leve
2025-09-03 03:18:3126 km al NE de CamiÃ±a,2025-09-03 07:18:31,-19.199,-69.21,118.0,4.0,Tarapacá,"https://www.google.com/maps?q=-19.199,-69.21",100–200 km,Moderado
2025-09-03 03:12:4859 km al S de OllagÃ¼e,2025-09-03 07:12:48,-21.725,-68.449,127.0,2.9,Antofagasta,"https://www.google.com/maps?q=-21.725,-68.449",100–200 km,Leve
2025-09-03 02:43:5828 km al SO de Pichidangui,2025-09-03 06:43:58,-32.278,-71.773,29.0,2.8,Valparaíso,"https://www.google.com/maps?q=-32.278,-71.773",10–30 km,Leve
2025-09-03 02:20:308 km al SE de OllagÃ¼e,2025-09-03 06:20:30,-21.287,-68.212,147.0,3.1,Tarapacá,"https://www.google.com/maps?q=-21.287,-68.212",100–200 km,Leve
2025-09-03 02:08:4845 km al SE de CamiÃ±a,2025-09-03 06:08:48,-19.681,-69.251,94.0,3.0,Tarapacá,"https://www.google.com/maps?q=-19.681,-69.251",60–100 km,Leve
2025-09-03 01:17:5522 km al O de La Serena,2025-09-03 05:17:55,-29.821,-71.461,41.0,2.6,Coquimbo,"https://www.google.com/maps?q=-29.821,-71.461",30–60 km,Leve
2025-09-03 01:02:087 km al N de Punitaqui,2025-09-03 05:02:08,-30.774,-71.277,7.0,2.7,Coquimbo,"https://www.google.com/maps?q=-30.774,-71.277",<10 km,Leve
2025-09-03 00:28:4427 km al O de CamiÃ±a,2025-09-03 04:28:44,-19.365,-69.675,79.0,2.5,Tarapacá,"https://www.google.com/maps?q=-19.365,-69.675",60–100 km,Leve
2025-09-02 22:45:0643 km al NE de TirÃºa,2025-09-03 02:45:06,-38.066,-73.147,34.0,2.9,La Araucanía,"https://www.google.com/maps?q=-38.066,-73.147",30–60 km,Leve
2025-09-02 18:45:4452 km al O de OllagÃ¼e,2025-09-02 22:45:44,-21.312,-68.748,105.0,2.8,Antofagasta,"https://www.google.com/maps?q=-21.312,-68.748",100–200 km,Leve
2025-09-02 18:43:2966 km al E de Socaire,2025-09-02 22:43:29,-23.412,-67.272,262.0,3.4,Antofagasta,"https://www.google.com/maps?q=-23.412,-67.272",200–500 km,Leve
2025-09-02 17:41:2172 km al SE de Socaire,2025-09-02 21:41:21,-24.057,-67.397,202.0,2.8,Antofagasta,"https://www.google.com/maps?q=-24.057,-67.397",200–500 km,Leve
2025-09-02 16:33:0682 km al E de Socaire,2025-09-02 20:33:06,-23.826,-67.13,195.0,3.7,Antofagasta,"https://www.google.com/maps?q=-23.826,-67.13",100–200 km,Moderado
2025-09-02 16:24:1033 km al SO de OllagÃ¼e,2025-09-02 20:24:10,-21.432,-68.479,120.0,3.0,Antofagasta,"https://www.google.com/maps?q=-21.432,-68.479",100–200 km,Leve
2025-09-02 16:14:3794 km al S de Ilo,2025-09-02 20:14:37,-18.487,-71.403,35.0,3.4,Arica y Parinacota,"https://www.google.com/maps?q=-18.487,-71.403",30–60 km,Leve
2025-09-02 14:57:2430 km al S de Antuco,2025-09-02 18:57:24,-37.595,-71.711,113.0,2.9,Biobío,"https://www.google.com/maps?q=-37.595,-71.711",100–200 km,Leve
2025-09-02 14:03:5359 km al E de Socaire,2025-09-02 18:03:53,-23.567,-67.314,232.0,3.3,Antofagasta,"https://www.google.com/maps?q=-23.567,-67.314",200–500 km,Leve
2025-09-02 13:05:1924 km al S de Sierra Gorda,2025-09-02 17:05:19,-23.099,-69.372,85.0,2.5,Antofagasta,"https://www.google.com/maps?q=-23.099,-69.372",60–100 km,Leve
2025-09-02 12:11:1424 km al O de La Serena,2025-09-02 16:11:14,-29.954,-71.497,41.0,2.7,Coquimbo,"https://www.google.com/maps?q=-29.954,-71.497",30–60 km,Leve
2025-09-02 10:46:1123 km al N de CamiÃ±a,2025-09-02 14:46:11,-19.107,-69.454,116.0,2.6,Tarapacá,"https://www.google.com/maps?q=-19.107,-69.454",100–200 km,Leve
2025-09-02 08:50:5663 km al N de Quillagua,2025-09-02 12:50:56,-21.115,-69.371,105.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.115,-69.371",100–200 km,Leve
2025-09-02 06:51:3271 km al S de Socaire,2025-09-02 10:51:32,-24.225,-67.864,240.0,3.0,Antofagasta,"https://www.google.com/maps?q=-24.225,-67.864",200–500 km,Leve
2025-09-02 06:33:5617 km al NE de Mina Los Pelambres,2025-09-02 10:33:56,-31.695,-70.489,108.0,2.8,Coquimbo,"https://www.google.com/maps?q=-31.695,-70.489",100–200 km,Leve
2025-09-02 05:17:3370 km al NE de Pica,2025-09-02 09:17:33,-20.189,-68.741,117.0,2.9,Tarapacá,"https://www.google.com/maps?q=-20.189,-68.741",100–200 km,Leve
2025-09-02 04:46:4240 km al NE de San FabiÃ¡n,2025-09-02 08:46:42,-36.381,-71.163,130.0,2.7,Ñuble,"https://www.google.com/maps?q=-36.381,-71.163",100–200 km,Leve
2025-09-02 04:38:3324 km al O de Navidad,2025-09-02 08:38:33,-33.948,-72.096,35.0,3.1,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.948,-72.096",30–60 km,Leve
2025-09-02 03:08:1023 km al NE de Petorca,2025-09-02 07:08:10,-32.083,-70.785,88.0,2.5,Valparaíso,"https://www.google.com/maps?q=-32.083,-70.785",60–100 km,Leve
2025-09-02 02:55:5613 km al O de La Ligua,2025-09-02 06:55:56,-32.486,-71.359,59.0,3.2,Valparaíso,"https://www.google.com/maps?q=-32.486,-71.359",30–60 km,Leve
2025-09-02 01:39:1450 km al SO de Mina Collahuasi,2025-09-02 05:39:14,-21.233,-68.859,114.0,2.6,Tarapacá,"https://www.google.com/maps?q=-21.233,-68.859",100–200 km,Leve
2025-09-02 00:55:2844 km al S de Huasco,2025-09-02 04:55:28,-28.843,-71.345,34.0,3.6,Atacama,"https://www.google.com/maps?q=-28.843,-71.345",30–60 km,Moderado
2025-09-02 00:42:3126 km al SE de Mina La Escondida,2025-09-02 04:42:31,-24.465,-68.914,109.0,2.6,Antofagasta,"https://www.google.com/maps?q=-24.465,-68.914",100–200 km,Leve
2025-09-01 22:54:3838 km al SO de Mina Collahuasi,2025-09-02 02:54:38,-21.084,-68.894,116.0,2.8,Tarapacá,"https://www.google.com/maps?q=-21.084,-68.894",100–200 km,Leve
2025-09-01 22:20:4767 km al SE de Socaire,2025-09-02 02:20:47,-23.955,-67.371,224.0,4.2,Antofagasta,"https://www.google.com/maps?q=-23.955,-67.371",200–500 km,Moderado
2025-09-01 20:41:4851 km al SE de Socaire,2025-09-02 00:41:48,-24.012,-67.705,281.0,3.1,Antofagasta,"https://www.google.com/maps?q=-24.012,-67.705",200–500 km,Leve
2025-09-01 20:20:4733 km al SO de OllagÃ¼e,2025-09-02 00:20:47,-21.458,-68.457,138.0,2.5,Antofagasta,"https://www.google.com/maps?q=-21.458,-68.457",100–200 km,Leve
2025-09-01 20:12:384 km al N de Colina,2025-09-02 00:12:38,-33.168,-70.672,92.0,2.6,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.168,-70.672",60–100 km,Leve
2025-09-01 18:00:3148 km al NE de Pica,2025-09-01 22:00:31,-20.169,-69.019,101.0,2.6,Tarapacá,"https://www.google.com/maps?q=-20.169,-69.019",100–200 km,Leve
2025-09-01 17:23:0124 km al O de Mina Collahuasi,2025-09-01 21:23:01,-20.781,-68.885,104.0,2.9,Tarapacá,"https://www.google.com/maps?q=-20.781,-68.885",100–200 km,Leve
2025-09-01 16:04:09114 km al O de Tocopilla,2025-09-01 20:04:09,-22.073,-71.306,15.0,2.6,Antofagasta,"https://www.google.com/maps?q=-22.073,-71.306",10–30 km,Leve
2025-09-01 16:01:1972 km al N de Mina La Escondida,2025-09-01 20:01:19,-23.632,-69.207,88.0,2.9,Antofagasta,"https://www.google.com/maps?q=-23.632,-69.207",60–100 km,Leve
2025-09-01 13:38:2041 km al SO de Termas del Flaco,2025-09-01 17:38:20,-35.219,-70.759,112.0,2.7,Maule,"https://www.google.com/maps?q=-35.219,-70.759",100–200 km,Leve
2025-09-01 13:27:1879 km al O de ToltÃ©n,2025-09-01 17:27:18,-38.946,-74.035,15.0,2.7,La Araucanía,"https://www.google.com/maps?q=-38.946,-74.035",10–30 km,Leve
2025-09-01 13:13:3446 km al O de Mina Collahuasi,2025-09-01 17:13:34,-20.908,-69.095,107.0,3.6,Tarapacá,"https://www.google.com/maps?q=-20.908,-69.095",100–200 km,Moderado
2025-09-01 12:54:2810 km al S de Huasco,2025-09-01 16:54:28,-28.557,-71.228,39.0,3.7,Atacama,"https://www.google.com/maps?q=-28.557,-71.228",30–60 km,Moderado
2025-09-01 12:46:4867 km al SE de Socaire,2025-09-01 16:46:48,-24.127,-67.596,220.0,2.6,Antofagasta,"https://www.google.com/maps?q=-24.127,-67.596",200–500 km,Leve
2025-09-01 11:44:0758 km al N de Pica,2025-09-01 15:44:07,-19.992,-69.181,96.0,2.7,Tarapacá,"https://www.google.com/maps?q=-19.992,-69.181",60–100 km,Leve
2025-09-01 11:12:2414 km al O de La Serena,2025-09-01 15:12:24,-29.908,-71.396,49.0,2.8,Coquimbo,"https://www.google.com/maps?q=-29.908,-71.396",30–60 km,Leve
2025-09-01 11:06:3396 km al E de Socaire,2025-09-01 15:06:33,-23.234,-67.029,243.0,2.8,Antofagasta,"https://www.google.com/maps?q=-23.234,-67.029",200–500 km,Leve
2025-09-01 10:51:2771 km al O de Iquique,2025-09-01 14:51:27,-19.959,-70.779,28.0,2.8,Tarapacá,"https://www.google.com/maps?q=-19.959,-70.779",10–30 km,Leve
2025-09-01 09:48:014 km al SO de Ovalle,2025-09-01 13:48:01,-30.635,-71.229,55.0,4.4,Coquimbo,"https://www.google.com/maps?q=-30.635,-71.229",30–60 km,Moderado
2025-09-01 09:08:22148 km al O de Antofagasta,2025-09-01 13:08:22,-23.628,-71.844,22.0,2.8,Antofagasta,"https://www.google.com/maps?q=-23.628,-71.844",10–30 km,Leve
2025-09-01 07:56:2926 km al NO de FutaleufÃº,2025-09-01 11:56:29,-43.034,-72.118,172.0,3.0,Los Lagos,"https://www.google.com/maps?q=-43.034,-72.118",100–200 km,Leve
2025-09-01 05:48:3344 km al O de La Serena,2025-09-01 09:48:33,-29.903,-71.71,56.0,2.6,Coquimbo,"https://www.google.com/maps?q=-29.903,-71.71",30–60 km,Leve
2025-09-01 05:40:2230 km al E de Mina Los Pelambres,2025-09-01 09:40:22,-31.892,-70.282,108.0,2.7,Coquimbo,"https://www.google.com/maps?q=-31.892,-70.282",100–200 km,Leve
2025-09-01 04:17:0112 km al NE de Calama,2025-09-01 08:17:01,-22.403,-68.839,116.0,2.8,Antofagasta,"https://www.google.com/maps?q=-22.403,-68.839",100–200 km,Leve
2025-09-01 03:38:3676 km al SE de Socaire,2025-09-01 07:38:36,-24.064,-67.351,215.0,4.7,Antofagasta,"https://www.google.com/maps?q=-24.064,-67.351",200–500 km,Moderado
2025-09-01 03:28:2732 km al N de Farellones,2025-09-01 07:28:27,-33.067,-70.363,111.0,3.3,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.067,-70.363",100–200 km,Leve
2025-09-01 02:01:0126 km al E de Talca,2025-09-01 06:01:01,-35.46,-71.382,87.0,2.9,Maule,"https://www.google.com/maps?q=-35.46,-71.382",60–100 km,Leve
2025-09-01 01:32:1569 km al O de Caleta Tortel,2025-09-01 05:32:15,-47.711,-74.457,33.0,2.8,Aysén del General Carlos Ibáñez del Campo,"https://www.google.com/maps?q=-47.711,-74.457",30–60 km,Leve
2025-08-31 23:59:1078 km al N de Calama,2025-09-01 03:59:10,-21.804,-68.7,120.0,3.5,Antofagasta,"https://www.google.com/maps?q=-21.804,-68.7",100–200 km,Leve
2025-08-31 23:42:4243 km al SO de Mina Collahuasi,2025-09-01 03:42:42,-21.082,-68.964,116.0,2.8,Tarapacá,"https://www.google.com/maps?q=-21.082,-68.964",100–200 km,Leve
2025-08-31 23:18:1216 km al NE de Calama,2025-09-01 03:18:12,-22.357,-68.831,127.0,4.1,Antofagasta,"https://www.google.com/maps?q=-22.357,-68.831",100–200 km,Moderado
2025-08-31 21:36:4141 km al SO de Mina Collahuasi,2025-09-01 01:36:41,-21.006,-69.002,117.0,2.6,Tarapacá,"https://www.google.com/maps?q=-21.006,-69.002",100–200 km,Leve
2025-08-31 20:37:2611 km al SE de Rancagua,2025-09-01 00:37:26,-34.253,-70.682,109.0,2.5,Libertador B. O'Higgins,"https://www.google.com/maps?q=-34.253,-70.682",100–200 km,Leve
2025-08-31 20:36:0533 km al SO de Pichilemu,2025-09-01 00:36:05,-34.575,-72.292,26.0,2.8,Libertador B. O'Higgins,"https://www.google.com/maps?q=-34.575,-72.292",10–30 km,Leve
2025-08-31 17:34:0629 km al E de San JosÃ© de Maipo,2025-08-31 21:34:06,-33.742,-70.061,13.0,2.5,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.742,-70.061",10–30 km,Leve
2025-08-31 17:20:2828 km al SE de Termas del Flaco,2025-08-31 21:20:28,-35.194,-70.319,182.0,2.7,Maule,"https://www.google.com/maps?q=-35.194,-70.319",100–200 km,Leve
2025-08-31 16:03:5565 km al E de Socaire,2025-08-31 20:03:55,-23.581,-67.254,221.0,4.1,Antofagasta,"https://www.google.com/maps?q=-23.581,-67.254",200–500 km,Moderado
2025-08-31 14:47:4732 km al NO de Mejillones,2025-08-31 18:47:47,-22.869,-70.64,19.0,2.8,Antofagasta,"https://www.google.com/maps?q=-22.869,-70.64",10–30 km,Leve
2025-08-31 14:00:24122 km al SE de CopiapÃ³,2025-08-31 18:00:24,-28.019,-69.342,110.0,2.7,Atacama,"https://www.google.com/maps?q=-28.019,-69.342",100–200 km,Leve
2025-08-31 13:27:54105 km al NE de El Salvador,2025-08-31 17:27:54,-25.833,-68.681,133.0,3.9,Atacama,"https://www.google.com/maps?q=-25.833,-68.681",100–200 km,Moderado
2025-08-31 11:53:1816 km al E de Mina Los Pelambres,2025-08-31 15:53:18,-31.801,-70.419,117.0,3.3,Coquimbo,"https://www.google.com/maps?q=-31.801,-70.419",100–200 km,Leve
2025-08-31 11:51:1732 km al O de OllagÃ¼e,2025-08-31 15:51:17,-21.14,-68.55,136.0,2.6,Tarapacá,"https://www.google.com/maps?q=-21.14,-68.55",100–200 km,Leve
2025-08-31 11:10:4985 km al SE de Socaire,2025-08-31 15:10:49,-24.126,-67.295,215.0,4.4,Antofagasta,"https://www.google.com/maps?q=-24.126,-67.295",200–500 km,Moderado
2025-08-31 10:25:2534 km al NO de Socaire,2025-08-31 14:25:25,-23.376,-68.123,193.0,3.1,Antofagasta,"https://www.google.com/maps?q=-23.376,-68.123",100–200 km,Leve
2025-08-31 09:37:4638 km al E de Tacna,2025-08-31 13:37:46,-17.923,-69.906,134.0,3.4,Arica y Parinacota,"https://www.google.com/maps?q=-17.923,-69.906",100–200 km,Leve
2025-08-31 09:30:2852 km al SE de Socaire,2025-08-31 13:30:28,-23.994,-67.629,292.0,3.5,Antofagasta,"https://www.google.com/maps?q=-23.994,-67.629",200–500 km,Leve
2025-08-31 08:14:1437 km al NE de Pica,2025-08-31 12:14:14,-20.229,-69.114,94.0,2.5,Tarapacá,"https://www.google.com/maps?q=-20.229,-69.114",60–100 km,Leve
2025-08-31 08:08:1161 km al S de Socaire,2025-08-31 12:08:11,-24.135,-67.936,257.0,2.9,Antofagasta,"https://www.google.com/maps?q=-24.135,-67.936",200–500 km,Leve
2025-08-31 07:45:4319 km al SO de Calama,2025-08-31 11:45:43,-22.564,-69.085,111.0,2.9,Antofagasta,"https://www.google.com/maps?q=-22.564,-69.085",100–200 km,Leve
2025-08-31 06:03:5618 km al E de Cuya,2025-08-31 10:03:56,-19.208,-70.014,66.0,2.7,Tarapacá,"https://www.google.com/maps?q=-19.208,-70.014",60–100 km,Leve
2025-08-31 05:19:3947 km al SO de Mina Collahuasi,2025-08-31 09:19:39,-21.116,-68.984,115.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.116,-68.984",100–200 km,Leve
2025-08-31 04:42:543 km al S de San Antonio,2025-08-31 08:42:54,-33.605,-71.618,49.0,4.3,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.605,-71.618",30–60 km,Moderado
2025-08-31 04:32:2033 km al E de Calama,2025-08-31 08:32:20,-22.428,-68.616,132.0,3.3,Antofagasta,"https://www.google.com/maps?q=-22.428,-68.616",100–200 km,Leve
2025-08-31 03:58:3568 km al SO de Socaire,2025-08-31 07:58:35,-24.061,-68.314,256.0,2.8,Antofagasta,"https://www.google.com/maps?q=-24.061,-68.314",200–500 km,Leve
2025-08-31 02:55:1737 km al SO de Huasco,2025-08-31 06:55:17,-28.724,-71.462,33.0,2.6,Atacama,"https://www.google.com/maps?q=-28.724,-71.462",30–60 km,Leve
2025-08-31 01:48:5779 km al S de Socaire,2025-08-31 05:48:57,-24.266,-68.126,264.0,3.1,Antofagasta,"https://www.google.com/maps?q=-24.266,-68.126",200–500 km,Leve
2025-08-31 01:05:1240 km al S de Mina Collahuasi,2025-08-31 05:05:12,-21.185,-68.662,111.0,2.9,Tarapacá,"https://www.google.com/maps?q=-21.185,-68.662",100–200 km,Leve
2025-08-31 00:46:0235 km al S de Mina Collahuasi,2025-08-31 04:46:02,-21.144,-68.642,113.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.144,-68.642",100–200 km,Leve
2025-08-31 00:24:3014 km al SE de CuricÃ³,2025-08-31 04:24:30,-35.058,-71.119,91.0,2.6,Maule,"https://www.google.com/maps?q=-35.058,-71.119",60–100 km,Leve
2025-08-30 23:22:5117 km al NE de La Ligua,2025-08-31 03:22:51,-32.325,-71.126,76.0,2.8,Valparaíso,"https://www.google.com/maps?q=-32.325,-71.126",60–100 km,Leve
2025-08-30 22:53:4732 km al O de Coronel,2025-08-31 02:53:47,-36.907,-73.478,15.0,3.1,Biobío,"https://www.google.com/maps?q=-36.907,-73.478",10–30 km,Leve
2025-08-30 22:27:4845 km al O de OllagÃ¼e,2025-08-31 02:27:48,-21.305,-68.678,126.0,2.7,Antofagasta,"https://www.google.com/maps?q=-21.305,-68.678",100–200 km,Leve
2025-08-30 20:54:5498 km al E de Socaire,2025-08-31 00:54:54,-23.228,-67.014,246.0,3.5,Antofagasta,"https://www.google.com/maps?q=-23.228,-67.014",200–500 km,Leve
2025-08-30 19:54:1560 km al NE de Socaire,2025-08-30 23:54:15,-23.175,-67.515,213.0,2.8,Antofagasta,"https://www.google.com/maps?q=-23.175,-67.515",200–500 km,Leve
2025-08-30 19:39:2432 km al S de MarÃ­a Elena,2025-08-30 23:39:24,-22.631,-69.62,55.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.631,-69.62",30–60 km,Leve
2025-08-30 19:30:4222 km al E de Calama,2025-08-30 23:30:42,-22.473,-68.718,117.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.473,-68.718",100–200 km,Leve
2025-08-30 17:37:3922 km al E de Calama,2025-08-30 21:37:39,-22.524,-68.729,104.0,3.0,Antofagasta,"https://www.google.com/maps?q=-22.524,-68.729",100–200 km,Leve
2025-08-30 15:55:0156 km al SO de OllagÃ¼e,2025-08-30 19:55:01,-21.608,-68.603,127.0,3.1,Antofagasta,"https://www.google.com/maps?q=-21.608,-68.603",100–200 km,Leve
2025-08-30 15:35:3573 km al NE de Los Andes,2025-08-30 19:35:35,-32.507,-69.921,155.0,2.6,Valparaíso,"https://www.google.com/maps?q=-32.507,-69.921",100–200 km,Leve
2025-08-30 15:13:4863 km al SE de Socaire,2025-08-30 19:13:48,-24.022,-67.496,213.0,3.0,Antofagasta,"https://www.google.com/maps?q=-24.022,-67.496",200–500 km,Leve
2025-08-30 14:36:2735 km al SE de Putre,2025-08-30 18:36:27,-18.379,-69.292,123.0,2.6,Arica y Parinacota,"https://www.google.com/maps?q=-18.379,-69.292",100–200 km,Leve
2025-08-30 12:21:5468 km al NE de San Pedro de Atacama,2025-08-30 16:21:54,-22.585,-67.648,263.0,2.8,Antofagasta,"https://www.google.com/maps?q=-22.585,-67.648",200–500 km,Leve
2025-08-30 11:57:0475 km al NE de Calama,2025-08-30 15:57:04,-21.865,-68.614,124.0,2.9,Antofagasta,"https://www.google.com/maps?q=-21.865,-68.614",100–200 km,Leve
2025-08-30 09:11:1221 km al O de OllagÃ¼e,2025-08-30 13:11:12,-21.292,-68.447,127.0,2.9,Tarapacá,"https://www.google.com/maps?q=-21.292,-68.447",100–200 km,Leve
2025-08-30 05:10:1513 km al S de Petorca,2025-08-30 09:10:15,-32.37,-70.931,68.0,2.5,Valparaíso,"https://www.google.com/maps?q=-32.37,-70.931",60–100 km,Leve
2025-08-30 01:46:1110 km al NE de Pica,2025-08-30 05:46:11,-20.437,-69.248,86.0,2.5,Tarapacá,"https://www.google.com/maps?q=-20.437,-69.248",60–100 km,Leve
2025-08-30 01:30:228 km al SE de Vallenar,2025-08-30 05:30:22,-28.605,-70.689,97.0,3.0,Atacama,"https://www.google.com/maps?q=-28.605,-70.689",60–100 km,Leve
2025-08-30 00:39:1334 km al SE de Sierra Gorda,2025-08-30 04:39:13,-23.122,-69.1,114.0,3.5,Antofagasta,"https://www.google.com/maps?q=-23.122,-69.1",100–200 km,Leve
2025-08-30 00:16:0536 km al SO de Pichidangui,2025-08-30 04:16:05,-32.349,-71.818,30.0,3.8,Valparaíso,"https://www.google.com/maps?q=-32.349,-71.818",10–30 km,Moderado
2025-08-30 00:11:2726 km al O de OllagÃ¼e,2025-08-30 04:11:27,-21.272,-68.503,121.0,3.7,Tarapacá,"https://www.google.com/maps?q=-21.272,-68.503",100–200 km,Moderado
2025-08-29 22:41:4536 km al SO de Huasco,2025-08-30 02:41:45,-28.763,-71.376,34.0,2.8,Atacama,"https://www.google.com/maps?q=-28.763,-71.376",30–60 km,Leve
2025-08-29 18:00:2049 km al SO de Patache,2025-08-29 22:00:20,-21.216,-70.383,26.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.216,-70.383",10–30 km,Leve
2025-08-29 17:48:4437 km al N de CamiÃ±a,2025-08-29 21:48:44,-18.978,-69.43,112.0,4.4,Arica y Parinacota,"https://www.google.com/maps?q=-18.978,-69.43",100–200 km,Moderado
2025-08-29 17:40:3540 km al N de Pozo Almonte,2025-08-29 21:40:35,-19.912,-69.883,61.0,3.7,Tarapacá,"https://www.google.com/maps?q=-19.912,-69.883",60–100 km,Moderado
2025-08-29 13:47:0232 km al S de San Pedro de Atacama,2025-08-29 17:47:02,-23.203,-68.23,122.0,2.8,Antofagasta,"https://www.google.com/maps?q=-23.203,-68.23",100–200 km,Leve
2025-08-29 13:45:4218 km al N de TirÃºa,2025-08-29 17:45:42,-38.188,-73.452,28.0,2.8,La Araucanía,"https://www.google.com/maps?q=-38.188,-73.452",10–30 km,Leve
2025-08-29 12:11:4030 km al SE de Iquique,2025-08-29 16:11:40,-20.445,-70.012,72.0,3.1,Tarapacá,"https://www.google.com/maps?q=-20.445,-70.012",60–100 km,Leve
2025-08-29 10:41:0651 km al S de CamiÃ±a,2025-08-29 14:41:06,-19.768,-69.369,114.0,3.8,Tarapacá,"https://www.google.com/maps?q=-19.768,-69.369",100–200 km,Moderado
2025-08-29 09:12:32118 km al NE de Socaire,2025-08-29 13:12:32,-22.944,-66.976,241.0,3.8,Antofagasta,"https://www.google.com/maps?q=-22.944,-66.976",200–500 km,Moderado
2025-08-29 09:02:148 km al E de Parque Fray Jorge,2025-08-29 13:02:14,-30.665,-71.596,30.0,2.7,Coquimbo,"https://www.google.com/maps?q=-30.665,-71.596",10–30 km,Leve
2025-08-29 05:15:5962 km al S de Patache,2025-08-29 09:15:59,-21.365,-70.245,36.0,3.0,Antofagasta,"https://www.google.com/maps?q=-21.365,-70.245",30–60 km,Leve
2025-08-29 02:52:3269 km al SO de OllagÃ¼e,2025-08-29 06:52:32,-21.728,-68.645,96.0,2.5,Antofagasta,"https://www.google.com/maps?q=-21.728,-68.645",60–100 km,Leve
